year,month,pioggia,data
1898,6,59.0,1898-06-01
1898,7,54.0,1898-07-01
1898,8,12.8,1898-08-01
1898,9,84.2,1898-09-01
1898,10,224.3,1898-10-01
1898,11,183.8,1898-11-01
1898,12,35.3,1898-12-01
1899,1,253.3,1899-01-01
1899,2,60.7,1899-02-01
1899,3,80.3,1899-03-01
1899,4,93.4,1899-04-01
1899,5,33.6,1899-05-01
1899,6,23.3,1899-06-01
1899,7,88.4,1899-07-01
1899,8,36.6,1899-08-01
1899,9,91.4,1899-09-01
1899,10,198.0,1899-10-01
1899,11,103.2,1899-11-01
1899,12,99.9,1899-12-01
1900,1,111.6,1900-01-01
1900,2,146.9,1900-02-01
1900,3,233.8,1900-03-01
1900,4,50.0,1900-04-01
1900,5,101.1,1900-05-01
1900,6,40.8,1900-06-01
1900,7,35.0,1900-07-01
1900,8,86.0,1900-08-01
1900,9,164.0,1900-09-01
1900,10,74.3,1900-10-01
1900,11,474.0,1900-11-01
1900,12,77.2,1900-12-01
1901,1,6.3,1901-01-01
1901,2,85.9,1901-02-01
1901,3,394.0,1901-03-01
1901,4,154.6,1901-04-01
1901,5,106.1,1901-05-01
1901,6,52.7,1901-06-01
1901,7,210.5,1901-07-01
1901,8,38.0,1901-08-01
1901,9,282.5,1901-09-01
1901,10,192.4,1901-10-01
1901,11,86.9,1901-11-01
1901,12,294.1,1901-12-01
1902,1,63.4,1902-01-01
1902,2,238.8,1902-02-01
1902,3,52.1,1902-03-01
1902,4,144.5,1902-04-01
1902,5,119.3,1902-05-01
1902,6,47.6,1902-06-01
1902,7,2.1,1902-07-01
1902,8,24.2,1902-08-01
1902,9,30.0,1902-09-01
1902,10,207.5,1902-10-01
1902,11,422.0,1902-11-01
1902,12,63.8,1902-12-01
1903,1,205.2,1903-01-01
1903,2,107.0,1903-02-01
1903,3,37.7,1903-03-01
1903,4,207.0,1903-04-01
1903,5,121.0,1903-05-01
1903,6,249.8,1903-06-01
1903,7,58.0,1903-07-01
1903,8,9.6,1903-08-01
1903,9,106.0,1903-09-01
1903,10,378.0,1903-10-01
1903,11,149.3,1903-11-01
1903,12,236.7,1903-12-01
1904,1,43.7,1904-01-01
1904,2,188.4,1904-02-01
1904,3,181.4,1904-03-01
1904,4,34.7,1904-04-01
1904,5,4.1,1904-05-01
1904,6,31.1,1904-06-01
1904,7,32.7,1904-07-01
1904,8,68.2,1904-08-01
1904,9,191.7,1904-09-01
1904,10,20.2,1904-10-01
1904,11,66.3,1904-11-01
1904,12,107.4,1904-12-01
1905,1,24.9,1905-01-01
1905,2,80.1,1905-02-01
1905,3,167.2,1905-03-01
1905,4,169.8,1905-04-01
1905,5,189.0,1905-05-01
1905,6,180.0,1905-06-01
1905,7,87.5,1905-07-01
1905,8,110.5,1905-08-01
1905,9,223.0,1905-09-01
1905,10,58.0,1905-10-01
1905,11,355.2,1905-11-01
1905,12,66.0,1905-12-01
1906,1,11.2,1906-01-01
1906,2,79.4,1906-02-01
1906,3,127.3,1906-03-01
1906,4,64.4,1906-04-01
1906,5,83.7,1906-05-01
1906,6,7.5,1906-06-01
1906,7,124.2,1906-07-01
1906,8,0.0,1906-08-01
1906,9,21.9,1906-09-01
1906,10,95.2,1906-10-01
1906,11,195.0,1906-11-01
1906,12,34.8,1906-12-01
1907,1,51.6,1907-01-01
1907,2,24.4,1907-02-01
1907,3,10.1,1907-03-01
1907,4,44.6,1907-04-01
1907,5,53.3,1907-05-01
1907,6,34.9,1907-06-01
1907,7,42.1,1907-07-01
1907,8,19.5,1907-08-01
1907,9,139.8,1907-09-01
1907,10,599.4,1907-10-01
1907,11,91.0,1907-11-01
1907,12,285.7,1907-12-01
1908,1,0.5,1908-01-01
1908,2,3.0,1908-02-01
1908,3,142.3,1908-03-01
1908,4,111.4,1908-04-01
1908,5,62.3,1908-05-01
1908,6,33.8,1908-06-01
1908,7,124.6,1908-07-01
1908,8,48.4,1908-08-01
1908,9,75.3,1908-09-01
1908,10,92.2,1908-10-01
1908,11,47.6,1908-11-01
1908,12,55.1,1908-12-01
1909,1,26.5,1909-01-01
1909,2,112.0,1909-02-01
1909,3,221.1,1909-03-01
1909,4,29.3,1909-04-01
1909,5,53.0,1909-05-01
1909,6,160.0,1909-06-01
1909,7,2.1,1909-07-01
1909,8,49.0,1909-08-01
1909,9,138.7,1909-09-01
1909,10,295.3,1909-10-01
1909,11,41.6,1909-11-01
1909,12,117.9,1909-12-01
1910,1,101.3,1910-01-01
1910,2,105.8,1910-02-01
1910,3,116.9,1910-03-01
1910,4,145.0,1910-04-01
1910,5,71.3,1910-05-01
1910,6,69.9,1910-06-01
1910,7,25.5,1910-07-01
1910,8,102.1,1910-08-01
1910,9,18.9,1910-09-01
1910,10,80.0,1910-10-01
1910,11,154.6,1910-11-01
1910,12,363.8,1910-12-01
1911,1,31.9,1911-01-01
1911,2,69.5,1911-02-01
1911,3,114.6,1911-03-01
1911,4,64.0,1911-04-01
1911,5,67.6,1911-05-01
1911,6,139.5,1911-06-01
1911,7,62.1,1911-07-01
1911,8,82.6,1911-08-01
1911,9,206.1,1911-09-01
1911,10,394.8,1911-10-01
1911,11,284.9,1911-11-01
1911,12,135.3,1911-12-01
1912,1,296.7,1912-01-01
1912,2,147.8,1912-02-01
1912,3,156.4,1912-03-01
1912,4,113.3,1912-04-01
1912,5,54.0,1912-05-01
1912,6,69.8,1912-06-01
1912,7,11.0,1912-07-01
1912,8,33.7,1912-08-01
1912,9,85.7,1912-09-01
1912,10,105.8,1912-10-01
1912,11,78.1,1912-11-01
1912,12,177.6,1912-12-01
1913,1,50.9,1913-01-01
1913,2,18.9,1913-02-01
1913,3,172.5,1913-03-01
1913,4,116.1,1913-04-01
1913,5,32.2,1913-05-01
1913,6,41.0,1913-06-01
1913,7,20.8,1913-07-01
1913,8,52.1,1913-08-01
1913,9,113.2,1913-09-01
1913,10,183.3,1913-10-01
1913,11,92.1,1913-11-01
1913,12,33.2,1913-12-01
1914,1,16.4,1914-01-01
1914,2,269.5,1914-02-01
1914,3,99.5,1914-03-01
1914,4,17.4,1914-04-01
1914,5,148.6,1914-05-01
1914,6,52.5,1914-06-01
1914,7,63.2,1914-07-01
1914,8,97.9,1914-08-01
1914,9,49.5,1914-09-01
1914,10,319.2,1914-10-01
1914,11,42.3,1914-11-01
1914,12,243.3,1914-12-01
1915,1,207.4,1915-01-01
1915,2,282.8,1915-02-01
1915,3,79.2,1915-03-01
1915,4,39.9,1915-04-01
1915,5,151.8,1915-05-01
1915,6,165.7,1915-06-01
1915,7,14.2,1915-07-01
1915,8,13.9,1915-08-01
1915,9,171.4,1915-09-01
1915,10,86.9,1915-10-01
1915,11,107.3,1915-11-01
1915,12,205.8,1915-12-01
1924,1,193.8,1924-01-01
1924,2,123.8,1924-02-01
1924,3,114.2,1924-03-01
1924,4,59.0,1924-04-01
1924,5,29.0,1924-05-01
1924,6,20.7,1924-06-01
1924,7,60.3,1924-07-01
1924,8,87.8,1924-08-01
1924,9,45.1,1924-09-01
1924,10,198.9,1924-10-01
1924,11,188.7,1924-11-01
1924,12,92.0,1924-12-01
1925,1,40.4,1925-01-01
1925,2,191.9,1925-02-01
1925,3,125.1,1925-03-01
1925,4,78.3,1925-04-01
1925,5,39.6,1925-05-01
1925,6,66.6,1925-06-01
1925,7,81.9,1925-07-01
1925,8,94.5,1925-08-01
1925,9,39.1,1925-09-01
1925,10,55.9,1925-10-01
1925,11,121.7,1925-11-01
1925,12,117.9,1925-12-01
1926,1,93.0,1926-01-01
1926,2,251.0,1926-02-01
1926,3,121.6,1926-03-01
1926,4,82.4,1926-04-01
1926,5,150.0,1926-05-01
1926,6,68.6,1926-06-01
1926,7,42.5,1926-07-01
1926,8,42.5,1926-08-01
1926,9,85.8,1926-09-01
1926,10,206.1,1926-10-01
1926,11,733.3,1926-11-01
1926,12,79.0,1926-12-01
1927,1,119.5,1927-01-01
1927,2,104.0,1927-02-01
1927,3,135.8,1927-03-01
1927,4,24.0,1927-04-01
1927,5,48.4,1927-05-01
1927,6,26.3,1927-06-01
1927,7,12.5,1927-07-01
1927,8,0.0,1927-08-01
1927,9,46.1,1927-09-01
1927,10,62.4,1927-10-01
1927,11,396.5,1927-11-01
1927,12,159.3,1927-12-01
1928,1,119.5,1928-01-01
1928,2,0.3,1928-02-01
1928,3,172.7,1928-03-01
1928,4,59.9,1928-04-01
1928,5,27.5,1928-05-01
1928,6,7.6,1928-06-01
1928,7,33.8,1928-07-01
1928,8,29.1,1928-08-01
1928,9,49.2,1928-09-01
1928,10,232.7,1928-10-01
1928,11,175.0,1928-11-01
1928,12,40.9,1928-12-01
1929,1,91.7,1929-01-01
1929,2,12.0,1929-02-01
1929,3,0.1,1929-03-01
1929,4,86.9,1929-04-01
1929,5,109.5,1929-05-01
1929,6,41.8,1929-06-01
1929,7,6.8,1929-07-01
1929,8,140.6,1929-08-01
1929,9,52.2,1929-09-01
1929,10,213.4,1929-10-01
1929,11,137.9,1929-11-01
1929,12,215.9,1929-12-01
1930,1,246.3,1930-01-01
1930,2,104.0,1930-02-01
1930,3,136.5,1930-03-01
1930,4,108.3,1930-04-01
1930,5,105.0,1930-05-01
1930,6,75.3,1930-06-01
1930,7,77.3,1930-07-01
1930,8,41.5,1930-08-01
1930,9,163.9,1930-09-01
1930,10,128.4,1930-10-01
1930,11,17.8,1930-11-01
1930,12,95.1,1930-12-01
1931,1,63.7,1931-01-01
1931,2,100.3,1931-02-01
1931,3,55.9,1931-03-01
1931,4,83.2,1931-04-01
1931,5,229.7,1931-05-01
1931,6,6.6,1931-06-01
1931,7,0.0,1931-07-01
1931,8,80.2,1931-08-01
1931,9,24.4,1931-09-01
1931,10,138.8,1931-10-01
1931,11,304.0,1931-11-01
1931,12,34.6,1931-12-01
1932,1,76.2,1932-01-01
1932,2,17.8,1932-02-01
1932,3,196.6,1932-03-01
1932,4,91.7,1932-04-01
1932,5,69.3,1932-05-01
1932,6,85.8,1932-06-01
1932,7,118.0,1932-07-01
1932,8,6.2,1932-08-01
1932,9,111.6,1932-09-01
1932,10,39.0,1932-10-01
1932,11,74.2,1932-11-01
1932,12,256.4,1932-12-01
1933,1,127.6,1933-01-01
1933,2,63.2,1933-02-01
1933,3,114.8,1933-03-01
1933,4,31.6,1933-04-01
1933,5,58.2,1933-05-01
1933,6,123.4,1933-06-01
1933,7,8.6,1933-07-01
1933,8,49.8,1933-08-01
1933,9,134.0,1933-09-01
1933,10,67.6,1933-10-01
1933,11,246.8,1933-11-01
1933,12,144.6,1933-12-01
1934,1,28.1,1934-01-01
1934,2,34.8,1934-02-01
1934,3,139.1,1934-03-01
1934,4,97.7,1934-04-01
1934,5,78.7,1934-05-01
1934,6,223.3,1934-06-01
1934,7,22.0,1934-07-01
1934,8,64.4,1934-08-01
1934,9,49.5,1934-09-01
1934,10,44.3,1934-10-01
1934,11,431.9,1934-11-01
1934,12,263.2,1934-12-01
1935,1,12.6,1935-01-01
1935,2,99.0,1935-02-01
1935,3,5.2,1935-03-01
1935,4,62.0,1935-04-01
1935,5,62.2,1935-05-01
1935,6,7.2,1935-06-01
1935,7,6.0,1935-07-01
1935,8,159.8,1935-08-01
1935,9,8.4,1935-09-01
1935,10,164.2,1935-10-01
1935,11,408.2,1935-11-01
1935,12,222.0,1935-12-01
1936,1,303.2,1936-01-01
1936,2,145.0,1936-02-01
1936,3,187.0,1936-03-01
1936,4,178.4,1936-04-01
1936,5,99.0,1936-05-01
1936,6,37.8,1936-06-01
1936,7,7.0,1936-07-01
1936,8,28.2,1936-08-01
1936,9,209.0,1936-09-01
1936,10,32.0,1936-10-01
1936,11,150.4,1936-11-01
1936,12,86.2,1936-12-01
1937,1,87.2,1937-01-01
1937,2,76.4,1937-02-01
1937,3,269.4,1937-03-01
1937,4,75.4,1937-04-01
1937,5,115.6,1937-05-01
1937,6,91.6,1937-06-01
1937,7,2.2,1937-07-01
1937,8,25.4,1937-08-01
1937,9,219.0,1937-09-01
1937,10,278.2,1937-10-01
1937,11,112.8,1937-11-01
1937,12,74.6,1937-12-01
1938,1,5.8,1938-01-01
1938,2,6.6,1938-02-01
1938,3,1.0,1938-03-01
1938,4,15.0,1938-04-01
1938,5,120.2,1938-05-01
1938,6,23.2,1938-06-01
1938,7,9.8,1938-07-01
1938,8,66.8,1938-08-01
1938,9,357.4,1938-09-01
1938,10,87.6,1938-10-01
1938,11,74.6,1938-11-01
1938,12,136.2,1938-12-01
1939,1,132.6,1939-01-01
1939,2,281.2,1939-02-01
1939,3,10.6,1939-03-01
1939,4,28.6,1939-04-01
1939,5,100.2,1939-05-01
1939,6,1.8,1939-06-01
1939,7,0.8,1939-07-01
1939,8,181.2,1939-08-01
1939,9,110.4,1939-09-01
1939,10,150.0,1939-10-01
1939,11,60.2,1939-11-01
1939,12,102.2,1939-12-01
1940,1,13.0,1940-01-01
1940,2,46.2,1940-02-01
1940,3,67.6,1940-03-01
1940,4,25.8,1940-04-01
1940,5,122.8,1940-05-01
1940,6,205.0,1940-06-01
1940,7,8.8,1940-07-01
1940,8,11.2,1940-08-01
1940,9,138.0,1940-09-01
1940,10,138.4,1940-10-01
1940,11,136.4,1940-11-01
1940,12,1.2,1940-12-01
1941,1,124.0,1941-01-01
1941,2,140.4,1941-02-01
1941,3,149.2,1941-03-01
1941,4,124.0,1941-04-01
1941,5,62.0,1941-05-01
1941,6,57.2,1941-06-01
1941,7,17.4,1941-07-01
1941,8,6.6,1941-08-01
1941,9,16.6,1941-09-01
1941,10,70.8,1941-10-01
1941,11,233.4,1941-11-01
1941,12,1.6,1941-12-01
1942,1,24.8,1942-01-01
1942,2,63.8,1942-02-01
1942,3,88.6,1942-03-01
1942,4,144.6,1942-04-01
1942,5,180.8,1942-05-01
1942,6,38.0,1942-06-01
1942,7,28.0,1942-07-01
1942,8,32.2,1942-08-01
1942,9,147.8,1942-09-01
1942,10,282.4,1942-10-01
1942,11,53.4,1942-11-01
1942,12,291.8,1942-12-01
1943,1,110.6,1943-01-01
1943,2,55.0,1943-02-01
1943,3,90.8,1943-03-01
1943,4,104.4,1943-04-01
1943,5,99.4,1943-05-01
1943,6,10.4,1943-06-01
1943,7,20.2,1943-07-01
1943,8,34.6,1943-08-01
1943,9,127.4,1943-09-01
1943,10,129.0,1943-10-01
1943,11,122.2,1943-11-01
1943,12,162.4,1943-12-01
1944,1,1.6,1944-01-01
1944,2,73.8,1944-02-01
1944,3,21.6,1944-03-01
1944,4,53.2,1944-04-01
1944,5,20.4,1944-05-01
1944,6,60.6,1944-06-01
1944,7,4.6,1944-07-01
1944,8,42.8,1944-08-01
1944,9,40.8,1944-09-01
1944,10,348.6,1944-10-01
1944,11,20.8,1944-11-01
1944,12,34.4,1944-12-01
1945,1,65.8,1945-01-01
1945,2,7.4,1945-02-01
1945,3,65.2,1945-03-01
1945,4,23.4,1945-04-01
1945,5,77.6,1945-05-01
1945,6,0.0,1945-06-01
1945,7,4.2,1945-07-01
1945,8,123.2,1945-08-01
1945,9,23.2,1945-09-01
1945,10,351.0,1945-10-01
1945,11,208.6,1945-11-01
1945,12,178.2,1945-12-01
1946,1,69.4,1946-01-01
1946,2,20.4,1946-02-01
1946,3,177.6,1946-03-01
1946,4,80.6,1946-04-01
1946,5,183.6,1946-05-01
1946,6,37.6,1946-06-01
1946,7,34.4,1946-07-01
1946,8,50.4,1946-08-01
1946,9,52.2,1946-09-01
1946,10,61.6,1946-10-01
1946,11,177.4,1946-11-01
1946,12,39.0,1946-12-01
1947,1,22.0,1947-01-01
1947,2,251.2,1947-02-01
1947,3,156.2,1947-03-01
1947,4,52.6,1947-04-01
1947,5,52.6,1947-05-01
1947,6,23.0,1947-06-01
1947,7,4.8,1947-07-01
1947,8,66.8,1947-08-01
1947,9,227.4,1947-09-01
1947,10,351.6,1947-10-01
1947,11,122.8,1947-11-01
1947,12,132.0,1947-12-01
1948,1,258.6,1948-01-01
1948,2,22.6,1948-02-01
1948,3,0.0,1948-03-01
1948,4,135.8,1948-04-01
1948,5,290.8,1948-05-01
1948,6,25.2,1948-06-01
1948,7,44.4,1948-07-01
1948,8,67.2,1948-08-01
1948,9,110.8,1948-09-01
1948,10,233.0,1948-10-01
1948,11,2.6,1948-11-01
1948,12,97.4,1948-12-01
1949,1,130.6,1949-01-01
1949,2,24.8,1949-02-01
1949,3,63.8,1949-03-01
1949,4,168.4,1949-04-01
1949,5,71.0,1949-05-01
1949,6,97.8,1949-06-01
1949,7,51.6,1949-07-01
1949,8,15.8,1949-08-01
1949,9,35.4,1949-09-01
1949,10,138.8,1949-10-01
1949,11,361.6,1949-11-01
1949,12,91.4,1949-12-01
1950,1,20.4,1950-01-01
1950,2,203.6,1950-02-01
1950,3,25.6,1950-03-01
1950,4,166.0,1950-04-01
1950,5,54.0,1950-05-01
1950,6,6.2,1950-06-01
1950,7,0.0,1950-07-01
1950,8,44.6,1950-08-01
1950,9,11.6,1950-09-01
1950,10,68.0,1950-10-01
1950,11,179.2,1950-11-01
1950,12,180.2,1950-12-01
1951,1,303.34999999999997,1951-01-01
1951,2,223.48333333333335,1951-02-01
1951,3,186.9333333333333,1951-03-01
1951,4,55.1,1951-04-01
1951,5,150.41666666666666,1951-05-01
1951,6,23.066666666666666,1951-06-01
1951,7,90.85000000000001,1951-07-01
1951,8,34.63333333333333,1951-08-01
1951,9,117.48333333333333,1951-09-01
1951,10,219.58333333333334,1951-10-01
1951,11,566.8833333333333,1951-11-01
1951,12,78.89999999999999,1951-12-01
1952,1,60.06,1952-01-01
1952,2,18.583333333333332,1952-02-01
1952,3,46.1,1952-03-01
1952,4,91.85000000000001,1952-04-01
1952,5,111.60000000000001,1952-05-01
1952,6,9.183333333333334,1952-06-01
1952,7,96.60000000000001,1952-07-01
1952,8,38.983333333333334,1952-08-01
1952,9,159.01666666666668,1952-09-01
1952,10,159.86666666666667,1952-10-01
1952,11,70.5,1952-11-01
1952,12,82.6,1952-12-01
1953,1,21.566666666666666,1953-01-01
1953,2,7.166666666666667,1953-02-01
1953,3,4.866666666666666,1953-03-01
1953,4,48.449999999999996,1953-04-01
1953,5,31.75,1953-05-01
1953,6,96.10000000000001,1953-06-01
1953,7,43.46666666666667,1953-07-01
1953,8,68.33333333333333,1953-08-01
1953,9,463.03999999999996,1953-09-01
1953,10,264.2,1953-10-01
1953,11,27.0,1953-11-01
1953,12,215.23333333333335,1953-12-01
1954,1,47.93333333333334,1954-01-01
1954,2,87.96666666666665,1954-02-01
1954,3,122.60000000000001,1954-03-01
1954,4,93.96666666666665,1954-04-01
1954,5,303.75,1954-05-01
1954,6,51.98333333333334,1954-06-01
1954,7,32.800000000000004,1954-07-01
1954,8,153.0,1954-08-01
1954,9,24.400000000000002,1954-09-01
1954,10,156.35,1954-10-01
1954,11,256.4166666666667,1954-11-01
1954,12,152.54999999999998,1954-12-01
1955,1,242.21666666666667,1955-01-01
1955,2,169.68333333333334,1955-02-01
1955,3,65.56666666666666,1955-03-01
1955,4,0.26666666666666666,1955-04-01
1955,5,30.13333333333333,1955-05-01
1955,6,50.199999999999996,1955-06-01
1955,7,57.666666666666664,1955-07-01
1955,8,64.14999999999999,1955-08-01
1955,9,20.233333333333334,1955-09-01
1955,10,68.10000000000001,1955-10-01
1955,11,142.13333333333335,1955-11-01
1955,12,143.86666666666665,1955-12-01
1956,1,156.95,1956-01-01
1956,2,17.8,1956-02-01
1956,3,188.0,1956-03-01
1956,4,132.4333333333333,1956-04-01
1956,5,52.88333333333333,1956-05-01
1956,6,84.06666666666666,1956-06-01
1956,7,13.266666666666666,1956-07-01
1956,8,3.716666666666667,1956-08-01
1956,9,72.2,1956-09-01
1956,10,68.39999999999999,1956-10-01
1956,11,83.0,1956-11-01
1956,12,20.516666666666666,1956-12-01
1957,1,54.260000000000005,1957-01-01
1957,2,127.88,1957-02-01
1957,3,42.56,1957-03-01
1957,4,197.24,1957-04-01
1957,5,126.42,1957-05-01
1957,6,71.44,1957-06-01
1957,7,17.240000000000002,1957-07-01
1957,8,8.120000000000001,1957-08-01
1957,9,19.44,1957-09-01
1957,10,121.2,1957-10-01
1957,11,297.04,1957-11-01
1957,12,226.8,1957-12-01
1958,1,18.36,1958-01-01
1958,2,71.52000000000001,1958-02-01
1958,3,92.12,1958-03-01
1958,4,139.35999999999999,1958-04-01
1958,5,10.0,1958-05-01
1958,6,65.2,1958-06-01
1958,7,31.679999999999996,1958-07-01
1958,8,47.06,1958-08-01
1958,9,45.839999999999996,1958-09-01
1958,10,212.38000000000002,1958-10-01
1958,11,117.85999999999999,1958-11-01
1958,12,297.2,1958-12-01
1959,1,43.68,1959-01-01
1959,2,22.919999999999998,1959-02-01
1959,3,75.0,1959-03-01
1959,4,129.64000000000001,1959-04-01
1959,5,114.52000000000001,1959-05-01
1959,6,24.580000000000002,1959-06-01
1959,7,5.56,1959-07-01
1959,8,74.08,1959-08-01
1959,9,71.28,1959-09-01
1959,10,444.03999999999996,1959-10-01
1959,11,229.04000000000002,1959-11-01
1959,12,417.58000000000004,1959-12-01
1960,1,109.47999999999999,1960-01-01
1960,2,126.8,1960-02-01
1960,3,154.48,1960-03-01
1960,4,23.34,1960-04-01
1960,5,24.12,1960-05-01
1960,6,112.28,1960-06-01
1960,7,145.3,1960-07-01
1960,8,69.66,1960-08-01
1960,9,139.57999999999998,1960-09-01
1960,10,382.08000000000004,1960-10-01
1960,11,345.86,1960-11-01
1960,12,210.66,1960-12-01
1961,1,139.56,1961-01-01
1961,2,30.32,1961-02-01
1961,3,14.52,1961-03-01
1961,4,214.51999999999998,1961-04-01
1961,5,41.18,1961-05-01
1961,6,49.16,1961-06-01
1961,7,35.28,1961-07-01
1961,8,19.119999999999997,1961-08-01
1961,9,203.74,1961-09-01
1961,10,206.21999999999997,1961-10-01
1961,11,382.6666666666667,1961-11-01
1961,12,133.26,1961-12-01
1962,1,63.11999999999999,1962-01-01
1962,2,55.36,1962-02-01
1962,3,161.72,1962-03-01
1962,4,176.64000000000001,1962-04-01
1962,5,87.96000000000001,1962-05-01
1962,6,36.519999999999996,1962-06-01
1962,7,9.76,1962-07-01
1962,8,1.1199999999999999,1962-08-01
1962,9,35.96,1962-09-01
1962,10,147.2,1962-10-01
1962,11,189.35999999999999,1962-11-01
1962,12,43.72,1962-12-01
1963,1,155.7,1963-01-01
1963,2,149.51999999999998,1963-02-01
1963,3,153.62,1963-03-01
1963,4,154.54000000000002,1963-04-01
1963,5,46.32,1963-05-01
1963,6,190.16,1963-06-01
1963,7,33.08,1963-07-01
1963,8,59.08,1963-08-01
1963,9,258.64,1963-09-01
1963,10,103.2,1963-10-01
1963,11,326.58000000000004,1963-11-01
1963,12,113.96,1963-12-01
1964,1,67.16,1964-01-01
1964,2,261.4,1964-02-01
1964,3,251.56,1964-03-01
1964,4,109.54,1964-04-01
1964,5,40.06,1964-05-01
1964,6,48.66,1964-06-01
1964,7,39.266666666666666,1964-07-01
1964,8,7.719999999999999,1964-08-01
1964,9,93.6,1964-09-01
1964,10,210.88000000000002,1964-10-01
1964,11,35.160000000000004,1964-11-01
1964,12,124.08,1964-12-01
1965,1,114.3,1965-01-01
1965,2,17.02,1965-02-01
1965,3,136.62,1965-03-01
1965,4,1.8800000000000001,1965-04-01
1965,5,43.94,1965-05-01
1965,6,54.06,1965-06-01
1965,7,40.12,1965-07-01
1965,8,90.58,1965-08-01
1965,9,210.7,1965-09-01
1965,10,154.24,1965-10-01
1965,11,120.16,1965-11-01
1965,12,60.52,1965-12-01
1966,1,66.58,1966-01-01
1966,2,190.14000000000001,1966-02-01
1966,3,18.56,1966-03-01
1966,4,208.56,1966-04-01
1966,5,49.739999999999995,1966-05-01
1966,6,31.22,1966-06-01
1966,7,50.88,1966-07-01
1966,8,83.12,1966-08-01
1966,9,129.57999999999998,1966-09-01
1966,10,309.56000000000006,1966-10-01
1966,11,164.3,1966-11-01
1966,12,53.120000000000005,1966-12-01
1967,1,33.339999999999996,1967-01-01
1967,2,79.92,1967-02-01
