year,month,pioggia,data
1967,3,47.8,1967-03-01
1967,4,65.92,1967-04-01
1967,5,41.82,1967-05-01
1967,6,53.67999999999999,1967-06-01
1967,7,18.32,1967-07-01
1967,8,54.08,1967-08-01
1967,9,140.44,1967-09-01
1967,10,98.35999999999999,1967-10-01
1967,11,286.56,1967-11-01
1967,12,48.94,1967-12-01
1968,1,9.04,1968-01-01
1968,2,318.6,1968-02-01
1968,3,55.08,1968-03-01
1968,4,64.96,1968-04-01
1968,5,70.38,1968-05-01
1968,6,54.720000000000006,1968-06-01
1968,7,55.160000000000004,1968-07-01
1968,8,80.56,1968-08-01
1968,9,78.08,1968-09-01
1968,10,75.6,1968-10-01
1968,11,169.4,1968-11-01
1968,12,84.64000000000001,1968-12-01
1969,1,156.76,1969-01-01
1969,2,117.75999999999999,1969-02-01
1969,3,103.67999999999999,1969-03-01
1969,4,80.64,1969-04-01
1969,5,64.52000000000001,1969-05-01
1969,6,34.56,1969-06-01
1969,7,28.160000000000004,1969-07-01
1969,8,32.88,1969-08-01
1969,9,226.24,1969-09-01
1969,10,0.0,1969-10-01
1969,11,77.42,1969-11-01
1969,12,33.72,1969-12-01
1970,1,359.38,1970-01-01
1970,2,39.1,1970-02-01
1970,3,118.25999999999999,1970-03-01
1970,4,19.740000000000002,1970-04-01
1970,5,137.6,1970-05-01
1970,6,51.52,1970-06-01
1970,7,12.36,1970-07-01
1970,8,99.78,1970-08-01
1970,9,7.019999999999999,1970-09-01
1970,10,319.02,1970-10-01
1970,11,166.2,1970-11-01
1970,12,77.84,1970-12-01
1971,1,255.32,1971-01-01
1971,2,92.35999999999999,1971-02-01
1971,3,133.71999999999997,1971-03-01
1971,4,127.8,1971-04-01
1971,5,159.52,1971-05-01
1971,6,100.06,1971-06-01
1971,7,11.24,1971-07-01
1971,8,61.8,1971-08-01
1971,9,30.28,1971-09-01
1971,10,52.96,1971-10-01
1971,11,172.85999999999999,1971-11-01
1971,12,113.47999999999999,1971-12-01
1972,1,178.22,1972-01-01
1972,2,292.7,1972-02-01
1972,3,162.68,1972-03-01
1972,4,101.8,1972-04-01
1972,5,77.03999999999999,1972-05-01
1972,6,69.12,1972-06-01
1972,7,22.175,1972-07-01
1972,8,30.939999999999998,1972-08-01
1972,9,179.52,1972-09-01
1972,10,316.08000000000004,1972-10-01
1972,11,231.26,1972-11-01
1972,12,184.18,1972-12-01
1973,1,89.22,1973-01-01
1973,2,21.36,1973-02-01
1973,3,21.240000000000002,1973-03-01
1973,4,47.44,1973-04-01
1973,5,28.32,1973-05-01
1973,6,115.04,1973-06-01
1973,7,55.32000000000001,1973-07-01
1973,8,46.239999999999995,1973-08-01
1973,9,103.78,1973-09-01
1973,10,101.08,1973-10-01
1973,11,45.92,1973-11-01
1973,12,173.44,1973-12-01
1974,1,170.92000000000002,1974-01-01
1974,2,228.14000000000001,1974-02-01
1974,3,84.84,1974-03-01
1974,4,197.54000000000002,1974-04-01
1974,5,41.22,1974-05-01
1974,6,46.339999999999996,1974-06-01
1974,7,25.56,1974-07-01
1974,8,27.02,1974-08-01
1974,9,95.22,1974-09-01
1974,10,45.6,1974-10-01
1974,11,136.78000000000003,1974-11-01
1974,12,41.04,1974-12-01
1975,1,213.11999999999998,1975-01-01
1975,2,112.28,1975-02-01
1975,3,180.2,1975-03-01
1975,4,27.24,1975-04-01
1975,5,158.66,1975-05-01
1975,6,28.419999999999998,1975-06-01
1975,7,1.4,1975-07-01
1975,8,133.95999999999998,1975-08-01
1975,9,79.92,1975-09-01
1975,10,76.5,1975-10-01
1975,11,306.46,1975-11-01
1975,12,107.85999999999999,1975-12-01
1976,1,40.9,1976-01-01
1976,2,46.04,1976-02-01
1976,3,46.839999999999996,1976-03-01
1976,4,42.519999999999996,1976-04-01
1976,5,44.440000000000005,1976-05-01
1976,6,2.4,1976-06-01
1976,7,28.52,1976-07-01
1976,8,184.16,1976-08-01
1976,9,178.64000000000001,1976-09-01
1976,10,434.84,1976-10-01
1976,11,144.92,1976-11-01
1976,12,157.56,1976-12-01
1977,1,404.5333333333333,1977-01-01
1977,2,131.66666666666666,1977-02-01
1977,3,150.79999999999998,1977-03-01
1977,4,69.73333333333333,1977-04-01
1977,5,141.79999999999998,1977-05-01
1977,6,21.2,1977-06-01
1977,7,33.4,1977-07-01
1977,8,207.5666666666667,1977-08-01
1977,9,37.6,1977-09-01
1977,10,446.0,1977-10-01
1977,11,173.46666666666667,1977-11-01
1977,12,263.1333333333334,1977-12-01
1978,1,301.91999999999996,1978-01-01
1978,2,130.04000000000002,1978-02-01
1978,3,102.74000000000001,1978-03-01
1978,4,87.44,1978-04-01
1978,5,110.80000000000001,1978-05-01
1978,6,74.43333333333334,1978-06-01
1978,7,69.10000000000001,1978-07-01
1978,8,15.866666666666667,1978-08-01
1978,9,8.82,1978-09-01
1978,10,33.58,1978-10-01
1978,11,31.52,1978-11-01
1978,12,217.29999999999998,1978-12-01
1979,1,193.73333333333335,1979-01-01
1979,2,105.94999999999999,1979-02-01
1979,3,215.96666666666667,1979-03-01
1979,4,113.2,1979-04-01
1979,5,5.833333333333333,1979-05-01
1979,6,66.66666666666667,1979-06-01
1979,7,36.6,1979-07-01
1979,8,62.666666666666664,1979-08-01
1979,9,185.8,1979-09-01
1979,10,570.6,1979-10-01
1979,11,103.13333333333333,1979-11-01
1979,12,210.9333333333333,1979-12-01
1980,1,113.60000000000001,1980-01-01
1980,2,47.21666666666667,1980-02-01
1980,3,184.21666666666667,1980-03-01
1980,4,28.46666666666667,1980-04-01
1980,5,105.13333333333333,1980-05-01
1980,6,142.25,1980-06-01
1980,7,14.3,1980-07-01
1980,8,92.85,1980-08-01
1980,9,10.2,1980-09-01
1980,10,210.11999999999998,1980-10-01
1980,11,125.75,1980-11-01
1980,12,39.2,1980-12-01
1981,1,7.6,1981-01-01
1981,2,13.55,1981-02-01
1981,3,100.4,1981-03-01
1981,4,62.9,1981-04-01
1981,5,96.44999999999999,1981-05-01
1981,6,56.3,1981-06-01
1981,7,66.9,1981-07-01
1981,8,84.15,1981-08-01
1981,9,173.3,1981-09-01
1981,10,347.75,1981-10-01
1981,11,1.3,1981-11-01
1981,12,232.3,1981-12-01
1982,1,39.6,1982-01-01
1982,2,53.666666666666664,1982-02-01
1982,3,132.06666666666666,1982-03-01
1982,4,56.699999999999996,1982-04-01
1982,5,83.36666666666666,1982-05-01
1982,6,22.666666666666668,1982-06-01
1982,7,5.7,1982-07-01
1982,8,23.066666666666666,1982-08-01
1982,9,38.53333333333334,1982-09-01
1982,10,329.7,1982-10-01
1982,11,237.86666666666667,1982-11-01
1982,12,65.66666666666667,1982-12-01
1983,1,7.2,1983-01-01
1983,2,48.85,1983-02-01
1983,3,262.15,1983-03-01
1983,4,107.725,1983-04-01
1983,5,86.575,1983-05-01
1983,6,58.05,1983-06-01
1983,7,6.5,1983-07-01
1983,8,41.75,1983-08-01
1983,9,51.925,1983-09-01
1983,10,87.65,1983-10-01
1983,11,12.100000000000001,1983-11-01
1983,12,309.59999999999997,1983-12-01
1984,1,82.26666666666667,1984-01-01
1984,2,59.4,1984-02-01
1984,3,94.33333333333333,1984-03-01
1984,4,75.56666666666666,1984-04-01
1984,5,242.4333333333333,1984-05-01
1984,6,89.56666666666666,1984-06-01
1984,7,0.0,1984-07-01
1984,8,248.0666666666667,1984-08-01
1984,9,98.96666666666665,1984-09-01
1984,10,118.33333333333333,1984-10-01
1984,11,293.7,1984-11-01
1984,12,144.4,1984-12-01
1985,1,138.8,1985-01-01
1985,2,42.5,1985-02-01
1985,3,243.73333333333335,1985-03-01
1985,4,26.400000000000002,1985-04-01
1985,5,156.6,1985-05-01
1985,6,68.46666666666667,1985-06-01
1985,7,0.39999999999999997,1985-07-01
1985,8,33.4,1985-08-01
1985,9,18.866666666666667,1985-09-01
1985,10,9.8,1985-10-01
1985,11,81.06666666666666,1985-11-01
1985,12,167.53333333333333,1985-12-01
1986,1,217.10000000000002,1986-01-01
1986,2,102.2,1986-02-01
1986,3,56.6,1986-03-01
1986,4,251.8,1986-04-01
1986,5,25.2,1986-05-01
1986,6,61.2,1986-06-01
1986,7,50.6,1986-07-01
1986,8,28.75,1986-08-01
1986,9,99.4,1986-09-01
1986,10,44.0,1986-10-01
1986,11,207.7,1986-11-01
1986,12,60.4,1986-12-01
1987,1,66.5,1987-01-01
1987,2,183.1,1987-02-01
1987,3,26.8,1987-03-01
1987,4,127.6,1987-04-01
1987,5,68.5,1987-05-01
1987,6,30.700000000000003,1987-06-01
1987,7,172.2,1987-07-01
1987,8,63.7,1987-08-01
1987,9,80.30000000000001,1987-09-01
1987,10,300.5,1987-10-01
1987,11,142.2,1987-11-01
1987,12,63.099999999999994,1987-12-01
1988,1,302.9,1988-01-01
1988,2,72.80000000000001,1988-02-01
1988,3,89.5,1988-03-01
1988,4,130.1,1988-04-01
1988,5,206.6,1988-05-01
1988,6,69.1,1988-06-01
1988,7,5.0,1988-07-01
1988,8,39.5,1988-08-01
1988,9,18.9,1988-09-01
1988,10,137.5,1988-10-01
1988,11,0.45,1988-11-01
1988,12,87.6,1988-12-01
1989,1,20.1,1989-01-01
1989,2,109.7,1989-02-01
1989,3,53.3,1989-03-01
1989,4,286.2,1989-04-01
1989,5,8.2,1989-05-01
1989,6,45.3,1989-06-01
1989,7,34.5,1989-07-01
1989,8,101.5,1989-08-01
1989,9,83.1,1989-09-01
1989,10,51.2,1989-10-01
1989,11,65.0,1989-11-01
1989,12,18.4,1989-12-01
1990,1,37.3,1990-01-01
1990,2,29.4,1990-02-01
1990,3,12.5,1990-03-01
1990,4,281.2,1990-04-01
1990,5,18.0,1990-05-01
1990,6,12.0,1990-06-01
1990,7,5.2,1990-07-01
1990,8,120.3,1990-08-01
1990,9,32.1,1990-09-01
1990,10,562.8,1990-10-01
1990,11,126.7,1990-11-01
1990,12,174.8,1990-12-01
1991,1,104.0,1991-01-01
1991,2,27.4,1991-02-01
1991,3,113.8,1991-03-01
1991,4,29.4,1991-04-01
1991,5,79.9,1991-05-01
1991,6,35.1,1991-06-01
1991,7,39.9,1991-07-01
1991,8,62.5,1991-08-01
1991,9,418.5,1991-09-01
1991,10,259.29999999999995,1991-10-01
1991,11,95.19999999999999,1991-11-01
1991,12,0.0,1991-12-01
1992,1,61.599999999999994,1992-01-01
1992,2,55.1,1992-02-01
1992,3,36.8,1992-03-01
1992,4,142.60000000000002,1992-04-01
1992,5,36.1,1992-05-01
1992,6,183.60000000000002,1992-06-01
1992,7,76.3,1992-07-01
1992,8,99.19999999999999,1992-08-01
1992,9,509.90000000000003,1992-09-01
1992,10,320.6,1992-10-01
1992,11,88.0,1992-11-01
1992,12,109.9,1992-12-01
1993,1,11.9,1993-01-01
1993,2,12.100000000000001,1993-02-01
1993,3,51.7,1993-03-01
1993,4,96.4,1993-04-01
1993,5,39.0,1993-05-01
1993,6,29.6,1993-06-01
1993,7,39.099999999999994,1993-07-01
1993,8,27.4,1993-08-01
1993,9,476.1,1993-09-01
1993,10,282.5,1993-10-01
1993,11,81.5,1993-11-01
1993,12,49.599999999999994,1993-12-01
1994,1,150.2,1994-01-01
1994,2,71.6,1994-02-01
1994,3,21.066666666666666,1994-03-01
1994,4,44.199999999999996,1994-04-01
1994,5,53.13333333333333,1994-05-01
1994,6,64.2,1994-06-01
1994,7,19.2,1994-07-01
1994,8,27.733333333333334,1994-08-01
1994,9,390.2,1994-09-01
1994,10,162.9333333333333,1994-10-01
1994,11,275.95,1994-11-01
1994,12,55.2,1994-12-01
1995,1,63.099999999999994,1995-01-01
1995,2,43.2,1995-02-01
1995,3,34.46666666666667,1995-03-01
1995,4,82.13333333333334,1995-04-01
1995,5,118.2,1995-05-01
1995,6,45.199999999999996,1995-06-01
1995,7,3.1999999999999997,1995-07-01
1995,8,48.0,1995-08-01
1995,9,181.26666666666665,1995-09-01
1995,10,277.73333333333335,1995-10-01
1995,11,330.73333333333335,1995-11-01
1995,12,61.26666666666667,1995-12-01
1996,1,348.25,1996-01-01
1996,2,33.4,1996-02-01
1996,3,17.95,1996-03-01
1996,4,112.7,1996-04-01
1996,5,75.5,1996-05-01
1996,6,66.35,1996-06-01
1996,7,22.7,1996-07-01
1996,8,136.46666666666667,1996-08-01
1996,9,78.2,1996-09-01
1996,10,216.26666666666665,1996-10-01
1996,11,135.65,1996-11-01
1996,12,171.95,1996-12-01
1997,1,139.93333333333334,1997-01-01
1997,2,24.3,1997-02-01
1997,3,1.95,1997-03-01
1997,4,63.6,1997-04-01
1997,5,41.55,1997-05-01
1997,6,157.7,1997-06-01
1997,7,15.933333333333332,1997-07-01
1997,8,157.05,1997-08-01
1997,9,37.300000000000004,1997-09-01
1997,10,205.15,1997-10-01
1997,11,276.05,1997-11-01
1997,12,184.55,1997-12-01
1998,1,142.53333333333333,1998-01-01
1998,2,35.8,1998-02-01
1998,3,11.7,1998-03-01
1998,4,130.4,1998-04-01
1998,5,133.15,1998-05-01
1998,6,25.4,1998-06-01
1998,7,13.299999999999999,1998-07-01
1998,8,35.1,1998-08-01
1998,9,127.80000000000001,1998-09-01
1998,10,256.95,1998-10-01
1998,11,30.4,1998-11-01
1998,12,50.5,1998-12-01
1999,1,172.66666666666666,1999-01-01
1999,2,1.2666666666666668,1999-02-01
1999,3,142.13333333333333,1999-03-01
1999,4,49.86666666666667,1999-04-01
1999,5,17.95,1999-05-01
1999,6,30.299999999999997,1999-06-01
1999,7,58.7,1999-07-01
1999,8,68.39999999999999,1999-08-01
1999,9,132.33333333333334,1999-09-01
1999,10,305.1,1999-10-01
1999,11,110.1,1999-11-01
1999,12,49.9,1999-12-01
2000,1,8.200000000000001,2000-01-01
2000,2,13.066666666666668,2000-02-01
2000,3,94.06666666666666,2000-03-01
2000,4,172.86666666666667,2000-04-01
2000,5,23.3,2000-05-01
2000,6,32.8,2000-06-01
2000,7,40.7,2000-07-01
2000,8,133.0,2000-08-01
2000,9,47.46666666666667,2000-09-01
2000,10,239.3,2000-10-01
2000,11,452.0,2000-11-01
2000,12,177.86666666666667,2000-12-01
2001,1,213.0,2001-01-01
2001,2,45.6,2001-02-01
2001,3,222.5,2001-03-01
2001,4,44.6,2001-04-01
2001,5,99.4,2001-05-01
2001,6,15.7,2001-06-01
2001,7,12.4,2001-07-01
2001,8,49.2,2001-08-01
2001,9,122.9,2001-09-01
2001,10,121.5,2001-10-01
2001,11,37.2,2001-11-01
2001,12,0.8,2001-12-01
2002,1,78.13333333333334,2002-01-01
2002,2,151.8,2002-02-01
2002,3,26.266666666666666,2002-03-01
2002,4,70.33333333333333,2002-04-01
2002,5,135.20000000000002,2002-05-01
2002,6,66.8,2002-06-01
2002,7,83.2,2002-07-01
2002,8,104.2,2002-08-01
2002,9,197.9,2002-09-01
2002,10,140.0666666666667,2002-10-01
2002,11,534.0,2002-11-01
2002,12,55.2,2002-12-01
2004,6,3.8,2004-06-01
2004,7,3.0,2004-07-01
2004,8,53.6,2004-08-01
2004,9,27.2,2004-09-01
2004,10,93.6,2004-10-01
2004,11,126.0,2004-11-01
2004,12,103.8,2004-12-01
2005,1,1.4,2005-01-01
2005,2,20.6,2005-02-01
2005,3,33.8,2005-03-01
2005,4,79.2,2005-04-01
2005,5,61.8,2005-05-01
2005,6,10.2,2005-06-01
2005,7,51.4,2005-07-01
2005,8,116.2,2005-08-01
2005,10,64.6,2005-10-01
2005,11,146.8,2005-11-01
2005,12,108.2,2005-12-01
2006,1,27.8,2006-01-01
2006,2,67.6,2006-02-01
2006,3,70.2,2006-03-01
2006,4,10.0,2006-04-01
2006,5,13.4,2006-05-01
2006,6,2.0,2006-06-01
2006,7,53.0,2006-07-01
2006,8,176.2,2006-08-01
2006,9,203.4,2006-09-01
2006,10,32.4,2006-10-01
2006,11,107.8,2006-11-01
2006,12,138.0,2006-12-01
2007,1,14.8,2007-01-01
2007,2,59.8,2007-02-01
2007,3,17.4,2007-03-01
2007,4,9.6,2007-04-01
2007,6,71.6,2007-06-01
2007,7,2.0,2007-07-01
2007,8,55.6,2007-08-01
2007,9,42.0,2007-09-01
2007,10,32.0,2007-10-01
2007,11,111.4,2007-11-01
2007,12,9.4,2007-12-01
2008,1,140.8,2008-01-01
2008,2,40.8,2008-02-01
2008,3,45.8,2008-03-01
2008,4,151.9,2008-04-01
2008,5,87.0,2008-05-01
2008,6,128.4,2008-06-01
2008,7,4.8,2008-07-01
2008,8,9.0,2008-08-01
2008,9,132.9,2008-09-01
2008,10,199.0,2008-10-01
2008,11,309.7,2008-11-01
2008,12,176.1,2008-12-01
2009,1,118.1,2009-01-01
2009,2,111.4,2009-02-01
2009,3,149.4,2009-03-01
2009,4,231.8,2009-04-01
2009,5,1.8,2009-05-01
2009,6,11.8,2009-06-01
2009,7,7.4,2009-07-01
2009,8,28.5,2009-08-01
2009,9,123.5,2009-09-01
2009,10,80.5,2009-10-01
2009,11,312.9,2009-11-01
2009,12,167.8,2009-12-01
2010,1,92.33333333333333,2010-01-01
2010,2,178.6,2010-02-01
2010,3,65.06666666666666,2010-03-01
2010,4,40.0,2010-04-01
2010,5,115.46666666666665,2010-05-01
2010,6,88.2,2010-06-01
2010,7,24.933333333333334,2010-07-01
2010,8,122.2,2010-08-01
2010,9,214.20000000000002,2010-09-01
2010,10,414.6666666666667,2010-10-01
2010,11,176.73333333333335,2010-11-01
2010,12,201.33333333333334,2010-12-01
2011,1,66.66666666666667,2011-01-01
2011,2,99.39999999999999,2011-02-01
2011,3,140.7,2011-03-01
2011,4,13.933333333333335,2011-04-01
2011,5,5.466666666666666,2011-05-01
2011,6,153.26666666666668,2011-06-01
2011,7,129.46666666666667,2011-07-01
2011,8,6.733333333333333,2011-08-01
2011,9,57.199999999999996,2011-09-01
2011,10,52.4,2011-10-01
2011,11,295.06666666666666,2011-11-01
2011,12,17.0,2011-12-01
2013,1,150.33333333333334,2013-01-01
2013,2,20.8,2013-02-01
2013,3,266.59999999999997,2013-03-01
2013,4,113.46666666666665,2013-04-01
2013,5,161.46666666666667,2013-05-01
2013,6,26.399999999999995,2013-06-01
2013,7,29.46666666666667,2013-07-01
2013,8,92.13333333333334,2013-08-01
2013,9,110.33333333333333,2013-09-01
2013,10,112.93333333333334,2013-10-01
2013,11,121.8,2013-11-01
2013,12,251.53333333333333,2013-12-01
2014,1,324.26666666666665,2014-01-01
2014,2,273.4666666666667,2014-02-01
2014,3,94.33333333333333,2014-03-01
2014,4,77.60000000000001,2014-04-01
2014,5,50.79999999999999,2014-05-01
2014,6,28.866666666666664,2014-06-01
2014,7,29.933333333333334,2014-07-01
2014,8,89.7,2014-08-01
2014,9,30.200000000000003,2014-09-01
2014,10,503.2,2014-10-01
2014,11,626.5333333333333,2014-11-01
2014,12,158.13333333333333,2014-12-01
2015,1,57.13333333333333,2015-01-01
2015,2,120.46666666666668,2015-02-01
2015,3,40.6,2015-03-01
2015,4,55.13333333333333,2015-04-01
2015,5,27.333333333333332,2015-05-01
2015,6,38.46666666666667,2015-06-01
2015,7,2.6666666666666665,2015-07-01
2015,8,111.93333333333332,2015-08-01
2015,9,204.79999999999998,2015-09-01
2015,10,117.8,2015-10-01
2015,11,14.133333333333333,2015-11-01
2015,12,51.06666666666666,2015-12-01
2016,1,23.400000000000002,2016-01-01
2016,2,223.86666666666667,2016-02-01
2016,3,104.26666666666665,2016-03-01
2016,4,17.866666666666667,2016-04-01
2016,5,97.13333333333333,2016-05-01
2016,6,73.2,2016-06-01
2016,7,25.133333333333336,2016-07-01
2016,8,26.46666666666667,2016-08-01
2016,9,92.66666666666667,2016-09-01
2016,10,85.33333333333333,2016-10-01
2016,11,165.66666666666666,2016-11-01
2016,12,28.400000000000002,2016-12-01
2017,1,14.6,2017-01-01
2017,2,70.93333333333334,2017-02-01
2017,3,35.199999999999996,2017-03-01
2017,4,32.4,2017-04-01
2017,5,57.73333333333334,2017-05-01
2017,6,5.533333333333334,2017-06-01
2017,7,71.46666666666665,2017-07-01
2017,8,4.933333333333333,2017-08-01
2017,9,52.4,2017-09-01
2017,10,3.1333333333333333,2017-10-01
2017,11,115.73333333333333,2017-11-01
2017,12,175.6,2017-12-01
2018,1,85.0,2018-01-01
2018,2,46.199999999999996,2018-02-01
2018,3,277.26666666666665,2018-03-01
2018,4,112.33333333333333,2018-04-01
2018,5,84.86666666666666,2018-05-01
2018,6,61.06666666666666,2018-06-01
2018,7,46.26666666666667,2018-07-01
2018,8,158.79999999999998,2018-08-01
2018,9,7.933333333333334,2018-09-01
2018,10,322.93333333333334,2018-10-01
2018,11,270.6666666666667,2018-11-01
2018,12,64.66666666666667,2018-12-01
2019,1,39.46666666666667,2019-01-01
2019,2,51.46666666666667,2019-02-01
2019,3,14.6,2019-03-01
2019,4,134.53333333333333,2019-04-01
2019,5,101.59999999999998,2019-05-01
2019,6,2.2666666666666666,2019-06-01
2019,7,60.333333333333336,2019-07-01
2019,8,24.46666666666667,2019-08-01
2019,9,59.133333333333326,2019-09-01
2019,10,301.59999999999997,2019-10-01
2019,11,656.7333333333332,2019-11-01
2019,12,228.13333333333333,2019-12-01
2020,1,55.666666666666664,2020-01-01
2020,2,32.4,2020-02-01
2020,3,132.13333333333333,2020-03-01
2020,4,30.8,2020-04-01
2020,5,79.73333333333333,2020-05-01
2020,6,107.46666666666665,2020-06-01
2020,7,19.6,2020-07-01
2020,8,48.86666666666667,2020-08-01
2020,9,118.0,2020-09-01
2020,10,213.86666666666667,2020-10-01
2020,11,28.599999999999998,2020-11-01
2020,12,253.6,2020-12-01
2021,1,198.66666666666666,2021-01-01
2021,2,60.800000000000004,2021-02-01
2021,3,24.400000000000002,2021-03-01
2021,4,106.26666666666667,2021-04-01
2021,5,94.73333333333333,2021-05-01
2021,6,12.333333333333334,2021-06-01
2021,7,10.266666666666667,2021-07-01
2021,8,10.333333333333334,2021-08-01
2021,9,93.26666666666667,2021-09-01
2021,10,170.46666666666667,2021-10-01
2021,11,217.93333333333337,2021-11-01
2021,12,59.53333333333333,2021-12-01
2022,1,26.46666666666667,2022-01-01
2022,2,23.400000000000002,2022-02-01
2022,3,14.133333333333333,2022-03-01
2022,4,48.13333333333333,2022-04-01
2022,5,10.933333333333332,2022-05-01
2022,6,4.933333333333334,2022-06-01
2022,7,6.666666666666667,2022-07-01
2022,8,59.53333333333333,2022-08-01
2022,9,81.26666666666667,2022-09-01
2022,10,22.46666666666667,2022-10-01
2022,11,164.79999999999998,2022-11-01
2022,12,141.93333333333334,2022-12-01
